sentence,main_mountain,mentioned_mountains
"Mount Rutford is a sharp peak that rises to 4,477 metres (14,688 ft) and marks the highest point on Craddock Massif in the Sentinel Range, Ellsworth Mountains.",mount rutford,['mount rutford']
"Mont Maudit (4,465 m) is a mountain in the Mont Blanc massif in France and Italy.",mont blanc,"['mont blanc', 'mont maudit']"
"Until the end of the 18th century, Mont Blanc and its satellite peaks were collectively known in French as the Montagne Maudite.

Climbing history
The first ascent of Mont Maudit was by a British party comprising Henry Seymour Hoare and the lawyer/diplomat William Edward Davidson with guides Johann Jaun and Johann von Bergen on 12 September 1878.",mont blanc,"['mont blanc', 'mont maudit']"
"Donguzorun (Russian: Донгузорун, Донгузорун-Чегет-Карабаши́, Georgian: ბაბისმთა, Babis Mta) is a  peak in the central part of the Main Caucasian Range.",babis mta,['babis mta']
"The glaciers of Ledeshdvi, Dolra and Donguzorun descend from the slopes of Babis Mta.

History
Donguzorun, or more pre",babis mta,['babis mta']
"Dena (in Luri and Persian: دنا) is the name for a sub-range within the Zagros Mountains, Iran.",dena,['dena']
"Mount Dena, with 80 km (50 miles) length and 15 km (49,000 ft) average width, is situated on the boundary of the Isfahan, Kohgiluyeh and Boyer-Ahmad and Chaharmahal and Bakhtiari Provinces of Iran.
Mount Dena has more than 40 peaks higher than 4,000 metres (13,000 feet).",dena,['dena']
"Annual precipitation in Mount Dena ranges from 600 to 1,800 mm (24 to 71 in).
Geologically, Mount Dena is located in the Sanandaj-Sir",dena,['dena']
"Vladimir Putin Peak (Kyrgyz: Владимир Путин атындагы чоку, romanized: Vladimir Putin atındagı çoku, Russian: Пик Владимира Путина, romanized: Pik Vladimira Putina) is a mountain of the Kyrgyz Ala-Too Range mountain range in the Tian Shan system.",boris yeltsin peak,['vladimir putin peak']
"It was named on 17 February 2011 after the second president of the Russian Federation Vladimir Putin; it was previously unnamed.

See also
Boris Yeltsin Peak (Kyrgyzstan) - named in 2002 for the first presi",boris yeltsin peak,['boris yeltsin peak']
"Mount Hunter may refer to:

Mount Hunter (Alaska)
Mount Hunter (Antarctica)
Mount Hunter, New South Wales, site of the residence of Mark Latham",mount hunter,['mount hunter']
"1529), more popularly known as La Malinche [la maˈlintʃe], a Nahua woman from the Mexican Gulf Coast, became known for contributing to the Spanish conquest of the Aztec Empire (1519–1521), by acting as an interpreter, advisor, and intermediary for the Spanish conquistador Hernán Cortés.",la malinche,['la malinche']
"Mount Whitney (Paiute: Tumanguya; Too-man-i-goo-yah) is the highest mountain in the contiguous United States, with an elevation of 14,505 feet (4,421 m).",mount whitney,['mount whitney']
"Mount Alverstone or Boundary Peak 180, is a high peak in the Saint Elias Mountains, on the border between Alaska and Yukon.",mount alverstone,['mount alverstone']
It shares a large massif with the higher Mount Hubbard to the south and the slightly lower Mount Kennedy to the east.,mount alverstone,"['mount hubbard', 'mount kennedy']"
"The summit of Mount Alverstone marks a sharp turn in the Alaska/Canada border; the border goes south from this point toward the Alaska panhandle and west toward Mount Saint Elias.
The mountain was named in 1908 for Lord Richard Everard Webster Alverstone, Lo",mount alverstone,"['mount saint elias', 'mount alverstone']"
"University Peak may refer to:

University Peak (Alaska) in Alaska, USA
University Peak (California) in California, USA
University Peak (Antarctica)",university peak,['university peak']
"Aello Peak is the highest peak of a mountain group called The Twaharpies, just west of Mount Bona in the Saint Elias Mountains of Alaska.",mount bona,"['mount bona', 'aello peak']"
"While not highly significant in terms of prominence or isolation (it is just 5 miles (8 km) west of the summit of Mount Bona), it has a tremendous south face.",mount bona,['mount bona']
Mount Elbert is the highest summit of the Rocky Mountains of North America.,mount elbert,['mount elbert']
"state of Colorado and the second-highest summit in the contiguous United States after Mount Whitney, which is slightly taller.",mount elbert,['mount whitney']
"Mount Elbert is located in San Isabel National Forest, 12.1 ",mount elbert,['mount elbert']
Mount Massive (Arapaho: Hiwoxuu hookuhu'ee) is the second-highest summit of the Rocky Mountains of North America and the U.S.,mount massive,['mount massive']
"It is located in the Mount Massive Wilderness of San Isabel National Forest, 10.6 miles (17.1 km) west-southwest (bearing 247°) of the City of Leadville in Lake County, Colorado, United States.",mount massive,['mount massive']
"Mount Massive edges out the third-highest summit of the Rockies, Mount Harvard, by 2 feet (0.61 m), but falls short of Mount Elbert by 14 feet (4.3 m).",mount massive,"['mount elbert', 'mount massive', 'mount harvard']"
Mount Harvard is the third highest summit of the Rocky Mountains of North America and the U.S.,mount harvard,['mount harvard']
"Mount Harvard is located in the Collegiate Peaks Wilderness of San Isabel National Forest, 11.7 miles (18.9 km) northwest by west (bearing 304°) of the Town of Buena Vista in Chaffee County, Colorado, United States.",mount harvard,['mount harvard']
"Mount Rainier ( ray-NEER), also known as Tahoma, is a large active stratovolcano in the Cascade Range of the Pacific Northwest in the United States.",mount rainier,['mount rainier']
The mountain is located in Mount Rainier National Park about 59 miles (95 km) south-southeast of Seattle.,mount rainier,['mount rainier']
"Apharwat Peak is a summit, situated at a height of 4,390 metres (14,403 ft) above the sea level, in Gulmarg, India.",apharwat peak,['apharwat peak']
Kholeno (Persian: خلنو) is a mountain in Iran in Kholeno/Azadkouh massif in central Alborz Range located in Tehran province near the border of Mazandaran Province.,kholeno,['kholeno']
"The most commonly used trail to the Kholeno summit is on the mountain's southern slopes, starting from Lalan.",kholeno,['kholeno']
"This route, however, is susceptible to avalanche risk during the winter.
Kholeno has two summits of which the tallest (4,375 m) is located north of the slightly shorter one (4,348 m).


== References ==",kholeno,['kholeno']
"Mount Williamson, at an elevation of 14,379 feet (4,383 m), is the second-highest mountain in both the Sierra Nevada range and the state of California, and the sixth-highest peak in the contiguous United States.

Geography
Williamson stands in the John Muir Wilderness of the Inyo National Forest.",mount whitney,['mount williamson']
"It is located approximately 6 miles (10 km) north of Mount Whitney, the highest peak in the contiguous U.S., and about 2.5 miles (4 km) southwest of Shepherd Pass, the nearest trail access.",mount whitney,['mount whitney']
"Its highest peak, the Khüiten Peak (formerly also known as Nairamdal Peak), is the highest point of Mongolia at 4374 meters above sea level.
The Tavan Bogd massif is located mostly within the Bayan-Ölgii Province of Mongolia; its northern slopes are in Russia's Altai Republic, and western, in China's Burqin County.
Besides the Khüi",nairamdal peak,['nairamdal peak']
"Blanca Peak (Navajo: Sis Naajinį́ meaning ""black belted mountain"";  Tewa: Peeroradarath; Ute: Pintsae'i'i) is the fourth highest summit of the Rocky Mountains of North America and the U.S.",blanca peak,['blanca peak']
"The ultra-prominent 14,351-foot (4,374 m) peak is the highest summit of the Sierra Blanca Massif, the Sangre de Cristo Range, and the Sangre de Cristo Mountains.",blanca peak,['sierra blanca']
La Plata Peak is the fifth-highest summit of the Rocky Mountains of North America and the U.S.,la plata peak,['la plata peak']
"Mount Giluwe is the second highest mountain in Papua New Guinea at 4,367 metres (14,327 ft) (Mount Wilhelm being the highest), and the fifth highest peak on the island of New Guinea.",mount wilhelm,"['mount wilhelm', 'mount giluwe']"
"Burchula (Georgian: ბურჭულა) or Karaugom (Ossetian: Къæрæугомы хох Qæræwgomy xox) is a peak in the Greater Caucasus Mountain Range, located inside in the  Alaniya National Park of North Ossetia–Alania on the border with Oni Municipality of Georgia.

Geography
The elevation of the mountain is 4,364.5 metres (14,319 ft) above sea level.",burchula,['burchula']
"
Burchula is covered by ice and glaciers at higher elevations while the lower part of the mountain consists ",burchula,['burchula']
Uncompahgre Peak ( ) is the sixth highest summit of the Rocky Mountains of North America and the U.S.,uncompahgre peak,['uncompahgre peak']
"It is located in the Uncompahgre Wilderness in the northern San Juans, in northern Hinsdale County approximately 7 miles (11 km) west of the town of Lake City.
Uncompahgre Peak has a bro",uncompahgre peak,['uncompahgre peak']
"The Dent Blanche is a mountain in the Pennine Alps, lying in the canton of Valais in Switzerland.",dent d'hérens,['dent blanche']
"At 4,357 m (14,295 ft)-high, it is one of the highest peaks in the Alps.

Naming
The original name was probably Dent d'Hérens, the current name of the nearby Dent d'Hérens which does not overlook the Val d'Hérens.",dent d'hérens,"[""dent d'hérens""]"
"The nearby north face of the Dent d'Hérens is glaciated while the Dent Blanche holds much less snow, it was even called Dent Noire (Black Tooth) on the Woerl Atlas of 1842.",dent d'hérens,"['dent blanche', ""dent d'hérens""]"
Crestone Peak is the seventh-highest summit of the Rocky Mountains of North America and the U.S.,blanca peak,['crestone peak']
"The prominent 14,296.8-foot (4,358 m) fourteener is the highest summit of the Crestones and the second-highest summit in the Sangre de Cristo Range after Blanca Peak.",blanca peak,['blanca peak']
Mount Lincoln may refer to one of various mountains located in the United States:,mount lincoln,['mount lincoln']
Grays Peak is the tenth-highest summit of the Rocky Mountains of North America and the U.S.,grays peak,['grays peak']
"(There are higher summits, such as Mount Elbert, which are near, but not on, the Divide.) Grays Peak is located in Arapahoe National Forest, 3.9 miles (6.2 km) southeast by east (bearing 122°) of Love",grays peak,"['mount elbert', 'grays peak']"
Mount Blue Sky (formerly Mount Evans) is the highest peak in the Mount Evans Wilderness in the Front Range of the Rocky Mountains of North America.,mount evans,['mount evans']
Quandary Peak is the highest summit of the Tenmile Range in the Rocky Mountains of North America and is the most commonly climbed fourteener in Colorado.,quandary peak,['quandary peak']
It has nearly the same elevation as Castle Peak and Mount Blue Sky.,quandary peak,"['castle peak', 'castle peak']"
"It lies in Summit County and within the White River National Forest about 6 miles (10 km) south-southwest of the town of Breckenridge.
The standard route up Quandary Peak is a trail hike (class 1), starting from a trailhead about 1 mile (1.6 km) north of Hoosier Pass and climbi",quandary peak,['quandary peak']
Lalveri (Georgian: ლალვერი) is a peak  of the Greater Caucasus Mountain Range in the Svaneti region of Georgia adjacent to the Georgia–Russia border.,lalveri,['lalveri']
"The most accessible climbing route to the summit of Lalveri is through the Tsaneri Glacier.


== References ==",lalveri,['lalveri']
"Mount Antero (), historically called Antero Peak, is the highest summit of the southern Sawatch Range of the Rocky Mountains of North America.",mount antero,['mount antero']
"The mountain is named in honor of Chief Antero of the Uintah band of the Ute people.

Mountain
Mount Antero is prized for its gemstone dep",mount antero,['mount antero']
Torreys Peak is a mountain in the Front Range region of the Rocky Mountains in Colorado.,torreys peak,['torreys peak']
"Torreys Peak is located along the Continental Divide, as well as the division between Clear Creek County and Summit County.",torreys peak,['torreys peak']
"In the Arapaho language Torrey's Peak and the adjacent Gray's Peak are named, Heeniiyoowuu or ""Ant Hills"".

Name
The first European to ascend Torreys Peak, botanist Charles C.",torreys peak,['torreys peak']
"Castle Peak may refer to:

Mountains
Castle Peak (Alaska), Wrangell Mountains
Castle Peak (California), Sierra Nevada range
Castle Peak (Colorado), Elk Mountains
Castle Peak (Sawatch Range), Sawatch Range, Colorado
Castle Peak (Idaho), White Cloud Mountains, Idaho
Castle Peak (Texas)
Castle Peak (Washington), North Cascades
Castle Peak (Cowlitz County, Washington)
Castle Peak (Hong Kong) (Chinese: 青山, sometimes transliterated Tsing Shan), a mountain in the western New Territories of Hong Kong
Ca",castle peak,"['castle peak', 'castle peak']"
Longs Peak is a mountain in the northern Front Range of the Rocky Mountains of North America.,longs peak,['longs peak']
Longs Peak is the northernmost fourteener in the Rocky Mountains and the highest point in Boulder County and Rocky Mountain National Park.,longs peak,['longs peak']
"McArthur Peak is a peak in the Saint Elias Mountains of Yukon, Canada.",mount logan,['mcarthur peak']
"The peak, 13th highest in Canada, sits 11 km NE of Mount Logan, the highest mountain in Canada.",mount logan,['mount logan']
