sentence,label
"King Peak may refer places: King Peak (Antarctica) King Peak Columbia), King Peak King Peak United King Peak (Nevada), United King Peak, Needle Mountains, United States King Peak (disambiguation) Kings Peak Mount King",B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O
"Boris Yeltsin Peak Пик Бориса romanized: Yel'tsina, Kyrgyz: Огуз-Баши, romanized: Terskey range",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O
name Vladimir Putin Peak - named second Russian Federation Vladimir References links,O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O
"Koshtan-Tau (Russian: Karachay-Balkar: Къоштан-тау, mountain) peak (5,144m) massif Mountains Republic border Georgia.",B-MOUNTAIN O O O O O O O O O O O
"Mount Ararat ARR-ə-rat; Արարատ, romanized: [ɑɾɑˈɾɑt] (Turkish: Kurdish: Çiyayê Agirî) dormant volcano Turkey.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
"Mount Stanley Mount also , UK: ) located",B-MOUNTAIN I-MOUNTAIN O O O O O O
"elevation 5,109 mountain Democratic Republic Congo Uganda, third (5,895 Mount Kenya",O O O O O O O O O B-MOUNTAIN I-MOUNTAIN
Mount Stanley named journalist Morton Stanley.,B-MOUNTAIN I-MOUNTAIN O O O O
"Tami Razi ရာဇီ) one height 5,101 (16,736 one highest mountains East",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Mount Steele mountain Canada peak North America.,B-MOUNTAIN I-MOUNTAIN O O O O O
"Janga may refer People Janga Kowo (born Chendupatla Janga Reddy (born 1935), Indian Janga 1992), Rilove Janga Places Janga, district Brazil Janga (mountain), Mountain Janga, village Province, Iran Janga, Tanzania, ward Pwani şäherçesi, town Janga",B-MOUNTAIN O O O B-MOUNTAIN O O O B-MOUNTAIN O O O O B-MOUNTAIN O O B-MOUNTAIN O B-MOUNTAIN O O B-MOUNTAIN O O B-MOUNTAIN O O O B-MOUNTAIN O O O O O B-MOUNTAIN
"Mount Kazbek Kazbegi dormant stratovolcano one major Caucasus, located south 5,054 meters Mount Kazbek mountain Eastern",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O
also country Mount Shkhara Janga).,O O O B-MOUNTAIN B-MOUNTAIN
"Kazbegi volcanic Caucasus, Mount Elbrus.",O O O B-MOUNTAIN I-MOUNTAIN
"Tungurahua (; tunguri (throat) rahua Fire"") stratovolcano Oriental",B-MOUNTAIN O O O O O O O
volcano name Tungurahua.,O O B-MOUNTAIN
"activity August 1999, ongoing 2023, several episodes 26 16, 2016. Etymology one theory Tungurahua combination Quichua",O O O O O O O O O O O O O B-MOUNTAIN O O
"Carihuairazo Carihuayrazo) eroded neighboured Chimborazo. Geography Carihuairazo Andes central Ecuador, 150 km (93 mi) Quito.",B-MOUNTAIN O O O B-MOUNTAIN O B-MOUNTAIN O O O O O O O O
"neighboured 6,263 Chimborazo.",O O B-MOUNTAIN
Mount Bona one major mountains Elias fifth-highest peak States.,B-MOUNTAIN I-MOUNTAIN O O O O O O O
Mount Bona neighbor Mount Churchill ice-covered stratovolcanoes.,B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O
Mount Blackburn K’ats’i Tl’aadi) Mountains Alaska States.,B-MOUNTAIN I-MOUNTAIN O O O O O
behind Mount Bona North,O B-MOUNTAIN I-MOUNTAIN O
"Pico Bolívar highest metres (16,332 ft).",B-MOUNTAIN I-MOUNTAIN O O O O
climb Pico Bolívar.,O B-MOUNTAIN I-MOUNTAIN
"peak Venezuelan independence Pico Bolívar located called Columna, next El El Toro",O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
"Shota Rustaveli (officially Shota Rustaveli Peak) მწვერვალი) central Caucasus Mountain Range, border Svaneti (Georgia)",O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O
"Mount Sanford refer Mount Sanford (Alaska), shield volcano Wrangell Volcanic Field, eastern near Copper Mount Sanford (British Mount Sanford peak Ridge south-central",B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O
"Pico Humboldt peak, metres sea level.",B-MOUNTAIN I-MOUNTAIN O O O O
"peak, Pico Bonpland, páramos protected Sierra National",O B-MOUNTAIN I-MOUNTAIN O O O O
Vinson Massif () Antarctica 21 km (13 long km wide lies Ellsworth Mountains.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
Vinson Massif discovered January,B-MOUNTAIN I-MOUNTAIN O O
"Vinson Massif Committee Antarctic (US-ACAN), Carl G.",B-MOUNTAIN I-MOUNTAIN O O O O O
"Pico Bonpland Venezuela's peak, metres sea",B-MOUNTAIN I-MOUNTAIN O O O O
"peak sister Pico Humboldt, páramos protected National",O O B-MOUNTAIN I-MOUNTAIN O O O
"Puncak Jaya (Indonesian: [ˈpuntʃak ""Glorious Peak"", Amungme: Nemangkawi (, Carstensz, Carstenszpiramide) (16,024 ft), highest peak island highest Indonesia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O
Puncak Jaya 5th world,B-MOUNTAIN I-MOUNTAIN O O
Pico La Concha mountain Andes,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
Gistola (Georgian: peak central part Mountain border.,B-MOUNTAIN O O O O O O
slopes Gistola ice. See References Sources State (Soviet),O B-MOUNTAIN O O O O O O
Tetnuldi თეთნულდი) peak part Mountain located region Georgia.,B-MOUNTAIN O O O O O O O
According Tetnuldi 10th highest,O B-MOUNTAIN O O
"Mount Tyree (4852m) located kilometres northwest Mount m), highest continent.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Huaynaputina ( Spanish: volcanic plateau Peru.,B-MOUNTAIN O O O O O
Huaynaputina volcanic identifiable outer stratovolcano younger vents within either former remnant,B-MOUNTAIN O O O O O O O O O O
"meters, second-highest peak Iran Mount Damavand. first peak face German Bornmüller brothers six-month",O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
"Mount Wood may Mount Wood Land), Antarctica Mount Wood (Victoria Land), Mount Wood (New South Wales), Sturt Park, Mount Wood Canada Mount Wood (Occidental Mindoro), Mount Wood Mount Wood See also Woods",B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O O
Mount Vancouver mountain North America.,B-MOUNTAIN I-MOUNTAIN O O O
"Mount Vancouver north, middle, middle lowest.",B-MOUNTAIN I-MOUNTAIN O O O O
"Sabalan (native: ساوالان[sævæ'lɒːn]) stratovolcano northwestern Iran metres ft) sea level, third-highest",B-MOUNTAIN O O O O O O O O O O
"Mont Blanc AmE: Alps highest mountain Europe outside Mountains, rising 4,805.59 (15,766 level, located",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
"Mount Elbrus, 11th mountain world. gives name Mont Blanc massif, France, Italy",B-MOUNTAIN I-MOUNTAIN O O O O O B-MOUNTAIN I-MOUNTAIN O O O
"Corazón ""heart"") may to: Corazón 1947 Argentine season 6, Criminal Minds minor manga series Piece Music Albums Corazón Nazario album), 1999 Corazón album), Corazón (Santana Corazones, 1990 ""Corazón"" Leitte song), ""Corazón"" (Ricky 1997 ""Corazón"" song), 2017 song",B-MOUNTAIN O O O B-MOUNTAIN O O O O O O O O O O O O B-MOUNTAIN O O O B-MOUNTAIN O B-MOUNTAIN O O O B-MOUNTAIN O O B-MOUNTAIN O O B-MOUNTAIN O O O
"Pichincha to: Argentina Pichincha, underground Pichincha, barrio city Rosario, province Santa Ecuador Pichincha country Pichincha northern around Pichincha Manabí Pichincha, Pichincha Canton See also Battle Pichincha, 1822,",B-MOUNTAIN O O B-MOUNTAIN O B-MOUNTAIN O O O O O O B-MOUNTAIN O B-MOUNTAIN O O B-MOUNTAIN O B-MOUNTAIN B-MOUNTAIN O O O O B-MOUNTAIN O
"Jimara may Jimara, Dzhimara, mountain Russia Jimara, historical region Georgia Jimara genus Jimara (constituency), Gambia; List elected 2022 Gambian election",B-MOUNTAIN O B-MOUNTAIN O O O B-MOUNTAIN O O O B-MOUNTAIN O B-MOUNTAIN O O O O O O O
Mount Churchill volcano Mountains Wrangell (WVF) eastern Alaska.,B-MOUNTAIN I-MOUNTAIN O O O O O O
Mount Bona Churchill 2.7-by-4.2-kilometre-wide (1.7 mi 2.6 caldera east,B-MOUNTAIN I-MOUNTAIN O O O O O O O
"Puncak Mandala Mandala (until Julianatop Juliana located Papua,",B-MOUNTAIN I-MOUNTAIN O O O O O O
"Klyuchevskaya Sopka (Russian: Ключевская Russian: stratovolcano, highest highest active Eurasia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Klyuchevskaya Sopka world isolation. appeared years ago.,B-MOUNTAIN I-MOUNTAIN O O O O O
"Puncak Trikora (literally [[Operation People's 4,750-metre-high (15,584 mountain Highland Indonesia",B-MOUNTAIN I-MOUNTAIN O O O O O O O O
"part Sudirman Behind Puncak Jaya (Carstensz Pyramid) 4,884 ft), third highest mountain Guinea Australasian",O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
"Mont Blanc de Courmayeur blɑ̃ Italian: Monte Bianco di Courmayeur) point (4,748 (15,577 Mont Blanc massive face",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O
"Sunset Peak may refer to: Sunset Peak (Alaska) Alaska, United States Sunset Peak Kong) Sunset Peak Sunset Peak Montana) United States Sunset Peak Brunswick) New Sunset Peak United Sunset Peak Wasatch Range, States",B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O
Mount Slaggard tenth highest Kluane Park Reserve. List North America peaks Canada Mt.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
"Pico Piedras Blancas Misamán), metres highest Sierra de la Culata range mountain Venezuela.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Pico Piedras Blancas lacks seasonal snowfalls may briefly,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O
Pico El Toro mountain Venezuela.,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
"higher peak Sunset Peak 4,750",O O B-MOUNTAIN I-MOUNTAIN O
"along Sunset Peak, south west Kashmir",O B-MOUNTAIN I-MOUNTAIN O O O
"eye"", face"", face"") refer Rumiñahui Canton Rumiñawi (Inca warrior) Rumiñawi (volcano)",O O O O B-MOUNTAIN O O O O O O
Ushba (Georgian: უშბა) one Mountains.,B-MOUNTAIN O O O O
"10 highest peaks Ushba ""Matterhorn picturesque, double summit.",O O O B-MOUNTAIN B-MOUNTAIN O O O
Ushba difficult ascent Caucasus. Georgian Ushba thought,B-MOUNTAIN O O O O B-MOUNTAIN O
"Naltar Peak چوٹی) Karakoram range Naltar Gilgit-Baltistan, Pakistan.",B-MOUNTAIN I-MOUNTAIN O O O O O O
southeast Mehrbani Peak References External links Pakistan detailed placemarks,O B-MOUNTAIN I-MOUNTAIN O O O O O O
"Mount Fairweather Tsalxaan Tlingit km Pacific Ocean Canada–United States western Columbia 4,653 metres (15,266",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
Pico Mucuñuque Andes Venezuela.,B-MOUNTAIN I-MOUNTAIN O O
"Khazret Sultan (Uzbek: Sulton mountain considered highest point (15,233 ft). mountain located Surkhondaryo Region, Range.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
"Sierra Negra perhaps Cerro extinct located Puebla, close border Veracruz.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O
"Sierra Negra overshadowed nearby Pico de Orizaba (5,610 Overview Sierra Negra Pico de Orizaba Park.",B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O
Mount Hubbard one Saint Range.,B-MOUNTAIN I-MOUNTAIN O O O
Nevado de Toluca [neˈβaðo ðe toˈluka] stratovolcano central located (50 west Mexico city,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
"fourth Mexico's Pico de Orizaba, Popocatépetl Iztaccíhuatl.",O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN B-MOUNTAIN B-MOUNTAIN
"Mount Meru (Sanskrit/Pali: known Mahāmeru—is five-peaked mountain Jain cosmologies, physical, metaphysical spiritual universes.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O
"identified known Mount Meru is, nevertheless, always",O O B-MOUNTAIN I-MOUNTAIN O O O
"Dom DOM may characters Dom (given name), including characters Dom Dom Nena name cellist, singer Dom group Middle East North Africa Dom Domba, ethnic Arts entertainment Dom (film), Polish film DOM album German Witt DOM (band), solo Dom",B-MOUNTAIN B-MOUNTAIN O O B-MOUNTAIN O O O O B-MOUNTAIN B-MOUNTAIN O O O O B-MOUNTAIN O O O O O B-MOUNTAIN O O O O B-MOUNTAIN O O O B-MOUNTAIN O O O B-MOUNTAIN O O B-MOUNTAIN
Ras Dashen ራስ Dejen (Amharic: ራስ ደጀን) mountain Ethiopia.,B-MOUNTAIN I-MOUNTAIN O O O O O O O
"Located National North Gondar Zone Amhara Region, reaches elevation 4,550 ft). English form ""Ras Dashen"" Amharic Dejen"", used Ethiopian traditional head According",O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
"Mount Bear high, peak Saint Mountains",B-MOUNTAIN I-MOUNTAIN O O O O
"fame fourteener, highest 20 Despite height, Mount Bear peak, surrounded better-known peaks",O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O
"Mount Wilhelm highest Papua New metres (14,793 ft).",B-MOUNTAIN I-MOUNTAIN O O O O O O
"surpassed Puncak Jaya, 4,884 (16,024",O B-MOUNTAIN I-MOUNTAIN O O
Mount Karisimbi Mountains border Rwanda Republic,B-MOUNTAIN I-MOUNTAIN O O O O
"Mount Walsh National Yukon, peak RCMP superintendent Yukon James Morrow Walsh. also mountain America peaks References == links",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O
"Belukha Mountain Белуха, IPA: known Beluga Mountain, Icemount Peak Шыңы / Three (Altay: / Üç-Sümer highest Mountains Russia Siberian Mountains system.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O O
"Weisshorn (German,",B-MOUNTAIN O
"latter valley, Weisshorn many 4000ers Zermatt, Matterhorn. Weisshorn first Randa physicist accompanied guid",O O B-MOUNTAIN O O O B-MOUNTAIN B-MOUNTAIN O O O O O
"Tebulosmta Тӏуьйли-лам, romanized: IPA lɑːm]; Georgian: ტებულოს mta; mountain Eastern Caucasus 4,493 meters (14,737 feet) level.",B-MOUNTAIN O O O O O O O O O O O O O O O
mountain border east Mount Kazbek.,O O O B-MOUNTAIN I-MOUNTAIN
"Täschhorn metres (14,734 ft)) mountain Alps",B-MOUNTAIN O O O O O
"immediately north Alphubel, Dom within Mischabel Dom seen upper Zermatt",O O B-MOUNTAIN B-MOUNTAIN O O B-MOUNTAIN O O O
"Matterhorn (German: [ˈmatɐˌhɔʁn] , Swiss Standard [ˈmatərˌhɔrn]; Cervino French: Matterhorn [mɐˈtɛrorn]) main watershed Italy Switzerland.",B-MOUNTAIN O O O O O O O O B-MOUNTAIN O O O O O
"Mount Rutford rises 4,477 metres (14,688 ft) highest Craddock Ellsworth",B-MOUNTAIN I-MOUNTAIN O O O O O O O O
Mont Maudit mountain Mont Blanc France Italy.,B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O
"century, Mont Blanc collectively known French Mont Maudit party comprising Henry Seymour lawyer/diplomat Edward Davidson guides Johann Jaun von September 1878.",O B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
"(Russian: Georgian: ბაბისმთა, Babis Mta) central part Range.",O O O B-MOUNTAIN I-MOUNTAIN O O O
"glaciers slopes Babis Mta. History Donguzorun, pre",O O B-MOUNTAIN I-MOUNTAIN O O O
"Dena (in دنا) sub-range Zagros Mountains,",B-MOUNTAIN O O O O O
"Mount Dena, 80 miles) 15 (49,000 ft) boundary Kohgiluyeh Boyer-Ahmad Chaharmahal Bakhtiari Mount Dena 40 metres (13,000",O B-MOUNTAIN O O O O O O O O O O O B-MOUNTAIN O O O
Annual Mount Dena ranges 600 (24 71 Dena Sanandaj-Sir,O O B-MOUNTAIN O O O O B-MOUNTAIN O
"Vladimir Putin Peak атындагы чоку, romanized: atındagı Пик Путина, Pik Vladimira Putina) Kyrgyz mountain range system.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
17 second president Russian Vladimir See Boris Yeltsin Peak (Kyrgyzstan) - 2002 first,O O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O
"Mount Hunter may to: Mount Hunter (Alaska) Mount Hunter (Antarctica) Mount Hunter, Wales, site",B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O
"La Malinche maˈlintʃe], woman Mexican Gulf became known Spanish Aztec (1519–1521), interpreter, Spanish conquistador Hernán",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
"Mount Whitney (Paiute: Tumanguya; mountain contiguous United 14,505 feet",B-MOUNTAIN I-MOUNTAIN O O O O O O O
"Mount Alverstone 180, high peak Saint Alaska Yukon.",B-MOUNTAIN I-MOUNTAIN O O O O O O
massif higher Mount Hubbard slightly Mount Kennedy east.,O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O
Mount Alverstone marks Alaska/Canada border point toward west Mount Saint Elias. mountain 1908 Lord Richard Everard Lo,B-MOUNTAIN I-MOUNTAIN O O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O
"University Peak refer University Peak Alaska, University Peak (California) USA University Peak (Antarctica)",B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O
"Aello Peak highest peak mountain called Twaharpies, Mount Bona Saint",B-MOUNTAIN I-MOUNTAIN O O O O O B-MOUNTAIN I-MOUNTAIN O
"highly 5 miles west summit Mount Bona), tremendous south face.",O O O O O B-MOUNTAIN I-MOUNTAIN O O O
Mount Elbert highest Rocky North,B-MOUNTAIN I-MOUNTAIN O O O
"state second-highest United States Mount Whitney, taller.",O O O O B-MOUNTAIN I-MOUNTAIN O
Mount Elbert San Isabel National,B-MOUNTAIN I-MOUNTAIN O O O
Mount Massive Hiwoxuu second-highest summit Rocky North,B-MOUNTAIN I-MOUNTAIN O O O O O
"Mount Massive Wilderness Isabel Forest, km) 247°) Leadville Lake County, Colorado, United",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
"Mount Massive third-highest summit Mount Harvard, feet m), falls short Mount Elbert 14",B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O
Mount Harvard summit North America U.S.,B-MOUNTAIN I-MOUNTAIN O O O O
"Mount Harvard located Collegiate Peaks Wilderness 11.7 (18.9 km) west (bearing 304°) Chaffee Colorado,",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
"Mount Rainier ( Tahoma, large stratovolcano Cascade Pacific Northwest",B-MOUNTAIN I-MOUNTAIN O O O O O O O
located Mount Rainier Park 59 (95 km),O B-MOUNTAIN I-MOUNTAIN O O O O
"Apharwat Peak summit, metres (14,403 ft) sea level,",B-MOUNTAIN I-MOUNTAIN O O O O O O
Kholeno (Persian: خلنو) mountain central Alborz Range Tehran Mazandaran,B-MOUNTAIN O O O O O O O O
commonly Kholeno mountain's southern starting Lalan.,O B-MOUNTAIN O O O O
"susceptible avalanche winter. Kholeno summits tallest (4,375 located shorter one == ==",O O O B-MOUNTAIN O O O O O O O O
"Mount Williamson, m), mountain Sierra Nevada state sixth-highest peak contiguous United Geography stands Wilderness Inyo",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
"approximately 6 miles north Mount Whitney, highest 2.5 miles (4 Shepherd trail access.",O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
"highest peak, Khüiten known Nairamdal Peak), point 4374 meters sea level. mostly Bayan-Ölgii Province Mongolia; Russia's Republic, County. Khüi",O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
"Blanca Peak Naajinį́ meaning ""black mountain""; Tewa: Peeroradarath; Pintsae'i'i) highest Rocky Mountains",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
"ultra-prominent (4,374 highest summit Sierra Blanca Massif, Sangre de Range,",O O O O B-MOUNTAIN I-MOUNTAIN O O O O
La Plata Peak summit Rocky Mountains America,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O
Mount Giluwe second highest mountain Guinea metres (Mount Wilhelm fifth highest peak New,B-MOUNTAIN I-MOUNTAIN O O O O O B-MOUNTAIN I-MOUNTAIN O O O O
"Burchula (Georgian: ბურჭულა) (Ossetian: xox) peak Range, inside Alaniya National Park Ossetia–Alania border Geography mountain metres ft) sea",B-MOUNTAIN O O O O O O O O O O O O O O O O O
Burchula ice glaciers higher lower part,B-MOUNTAIN O O O O O
Uncompahgre Peak ) sixth Rocky America U.S.,B-MOUNTAIN I-MOUNTAIN O O O O O
Uncompahgre Wilderness northern northern Hinsdale approximately (11 km) Lake Uncompahgre Peak bro,O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
Dent Blanche mountain lying Valais Switzerland.,B-MOUNTAIN I-MOUNTAIN O O O O
"(14,295 highest peaks Alps. Naming name probably Dent d'Hérens, current Dent d'Hérens d'Hérens.",O O O O O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O
"nearby north Dent d'Hérens glaciated Dent Blanche holds snow, (Black Tooth) Woerl Atlas",O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O O O O
Crestone Peak seventh-highest summit Mountains North,B-MOUNTAIN I-MOUNTAIN O O O O
"(4,358 m) summit second-highest Sangre Cristo Range Blanca Peak.",O O O O O O O B-MOUNTAIN I-MOUNTAIN
Mount Lincoln refer various mountains United,B-MOUNTAIN I-MOUNTAIN O O O O
Grays Peak summit Rocky North U.S.,B-MOUNTAIN I-MOUNTAIN O O O O
"(There summits, Mount Elbert, near, on, Grays Peak Arapahoe Forest, southeast east (bearing Love",O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O O O O
Mount Blue Mount Evans) highest peak Mount Evans Range Mountains North,O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O O
Quandary Peak summit Tenmile North America fourteener Colorado.,B-MOUNTAIN I-MOUNTAIN O O O O O O
nearly Castle Peak Blue Sky.,O B-MOUNTAIN I-MOUNTAIN O O
"lies within (10 km) south-southwest town standard Quandary Peak trail 1), starting trailhead 1 mile km) north climbi",O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Lalveri ლალვერი) Greater Caucasus Mountain Georgia adjacent Georgia–Russia,B-MOUNTAIN O O O O O O O
